phrase	pos	var	phrase_ipa	expected_ipa	phrase_shaw	expected_shaw	classification
absorption edge	NN1	GenAm	əbˈsɔːRpʃən ɜːdʒ	əbˈsɔːRpʃən edʒ	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯 𐑻𐑡	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑧𐑡	divergent
absorption factor	NN1	GenAm	æbˈsɔːRpʃən ˈfæktəR	əbˈsɔːRpʃən ˈfæktəR	𐑨𐑚𐑕𐑹𐑐𐑖𐑩𐑯 𐑓𐑨𐑒𐑑𐑼	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑓𐑨𐑒𐑑𐑼	matches
absorption factor	NN1	GenAm	æbˈzɔːRpʃən ˈfæktəR	əbˈsɔːRpʃən ˈfæktəR	𐑨𐑚𐑟𐑹𐑐𐑖𐑩𐑯 𐑓𐑨𐑒𐑑𐑼	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑓𐑨𐑒𐑑𐑼	divergent
absorption factor	NN1	GenAm	əbˈzɔːRpʃən ˈfæktəR	əbˈsɔːRpʃən ˈfæktəR	𐑩𐑚𐑟𐑹𐑐𐑖𐑩𐑯 𐑓𐑨𐑒𐑑𐑼	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑓𐑨𐑒𐑑𐑼	divergent
absorption factor	NN1	GenAm	əbˈsɔːRpʃən ˈfæktəR	əbˈsɔːRpʃən ˈfæktəR	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯 𐑓𐑨𐑒𐑑𐑼	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑓𐑨𐑒𐑑𐑼	matches
absorption hygrometer	NN1	GenAm	æbˈsɔːRpʃən haɪˈɡrɒmɪtəR		𐑨𐑚𐑕𐑹𐑐𐑖𐑩𐑯 𐑣𐑲𐑜𐑮𐑪𐑥𐑦𐑑𐑼		unknown
absorption hygrometer	NN1	GenAm	æbˈzɔːRpʃən haɪˈɡrɒmɪtəR		𐑨𐑚𐑟𐑹𐑐𐑖𐑩𐑯 𐑣𐑲𐑜𐑮𐑪𐑥𐑦𐑑𐑼		unknown
absorption hygrometer	NN1	GenAm	əbˈzɔːRpʃən haɪˈɡrɒmɪtəR		𐑩𐑚𐑟𐑹𐑐𐑖𐑩𐑯 𐑣𐑲𐑜𐑮𐑪𐑥𐑦𐑑𐑼		unknown
absorption hygrometer	NN1	GenAm	əbˈsɔːRpʃən haɪˈɡrɒmɪtəR		𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯 𐑣𐑲𐑜𐑮𐑪𐑥𐑦𐑑𐑼		unknown
absorption pipette	NN1	GenAm	æbˈsɔːRpʃən	əbˈsɔːRpʃən pɪˈpet	𐑨𐑚𐑕𐑹𐑐𐑖𐑩𐑯	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑐𐑦𐑐𐑧𐑑	divergent
absorption pipette	NN1	GenAm	æbˈzɔːRpʃən	əbˈsɔːRpʃən pɪˈpet	𐑨𐑚𐑟𐑹𐑐𐑖𐑩𐑯	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑐𐑦𐑐𐑧𐑑	divergent
absorption pipette	NN1	GenAm	əbˈzɔːRpʃən	əbˈsɔːRpʃən pɪˈpet	𐑩𐑚𐑟𐑹𐑐𐑖𐑩𐑯	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑐𐑦𐑐𐑧𐑑	divergent
absorption pipette	NN1	GenAm	əbˈsɔːRpʃən	əbˈsɔːRpʃən pɪˈpet	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑐𐑦𐑐𐑧𐑑	divergent
absorption pipette	NN1	GenAm	paɪˈpɜːt	əbˈsɔːRpʃən pɪˈpet	𐑐𐑲𐑐𐑻𐑑	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑐𐑦𐑐𐑧𐑑	divergent
absorption pipette	NN1	GenAm	pɪˈpɜːt	əbˈsɔːRpʃən pɪˈpet	𐑐𐑦𐑐𐑻𐑑	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑐𐑦𐑐𐑧𐑑	divergent
absorption system	NN1	GenAm	æbˈsɔːRpʃən ˈsɪstəm	əbˈsɔːRpʃən ˈsɪstəm	𐑨𐑚𐑕𐑹𐑐𐑖𐑩𐑯 𐑕𐑦𐑕𐑑𐑩𐑥	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑕𐑦𐑕𐑑𐑩𐑥	matches
absorption system	NN1	GenAm	æbˈzɔːRpʃən ˈsɪstəm	əbˈsɔːRpʃən ˈsɪstəm	𐑨𐑚𐑟𐑹𐑐𐑖𐑩𐑯 𐑕𐑦𐑕𐑑𐑩𐑥	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑕𐑦𐑕𐑑𐑩𐑥	divergent
absorption system	NN1	GenAm	əbˈzɔːRpʃən ˈsɪstəm	əbˈsɔːRpʃən ˈsɪstəm	𐑩𐑚𐑟𐑹𐑐𐑖𐑩𐑯 𐑕𐑦𐑕𐑑𐑩𐑥	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑕𐑦𐑕𐑑𐑩𐑥	divergent
absorption system	NN1	GenAm	əbˈsɔːRpʃən ˈsɪstəm	əbˈsɔːRpʃən ˈsɪstəm	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯 𐑕𐑦𐑕𐑑𐑩𐑥	𐑩𐑚𐑕𐑹𐑐𐑖𐑩𐑯𐑕𐑦𐑕𐑑𐑩𐑥	matches
absque impetitione vasti	UNC	GenAm	ˈæbskwi ˌɪmpəˌtɪʃiˈoʊni ˈvæsˌti		𐑨𐑚𐑕𐑒𐑢𐑦 𐑦𐑥𐑐𐑩𐑑𐑦𐑖𐑦𐑴𐑯𐑦 𐑝𐑨𐑕𐑑𐑦		unknown
abstinence syndrome	NN1	GenAm	ˈæbstənəns ˈsɪndroʊm	ˈæbstɪnəns ˈsɪndrəʊm	𐑨𐑚𐑕𐑑𐑩𐑯𐑩𐑯𐑕 𐑕𐑦𐑯𐑛𐑮𐑴𐑥	𐑨𐑚𐑕𐑑𐑦𐑯𐑩𐑯𐑕𐑕𐑦𐑯𐑛𐑮𐑴𐑥	matches
abstinence syndrome	NN1	GenAm	ˈæbstənənts ˈsɪndroʊm	ˈæbstɪnəns ˈsɪndrəʊm	𐑨𐑚𐑕𐑑𐑩𐑯𐑩𐑯𐑑𐑕 𐑕𐑦𐑯𐑛𐑮𐑴𐑥	𐑨𐑚𐑕𐑑𐑦𐑯𐑩𐑯𐑕𐑕𐑦𐑯𐑛𐑮𐑴𐑥	divergent
abstinence theory	NN1	GenAm	ˈæbstənəns	ˈæbstɪnəns ˈθɪəri	𐑨𐑚𐑕𐑑𐑩𐑯𐑩𐑯𐑕	𐑨𐑚𐑕𐑑𐑦𐑯𐑩𐑯𐑕𐑔𐑽𐑦	divergent
abstinence theory	NN1	GenAm	ˈæbstənənts	ˈæbstɪnəns ˈθɪəri	𐑨𐑚𐑕𐑑𐑩𐑯𐑩𐑯𐑑𐑕	𐑨𐑚𐑕𐑑𐑦𐑯𐑩𐑯𐑕𐑔𐑽𐑦	divergent
abstinence theory	NN1	GenAm	ˈθiəri	ˈæbstɪnəns ˈθɪəri	𐑔𐑽𐑦	𐑨𐑚𐑕𐑑𐑦𐑯𐑩𐑯𐑕𐑔𐑽𐑦	divergent
abstinence theory	NN1	GenAm	ˈθɪəri	ˈæbstɪnəns ˈθɪəri	𐑔𐑽𐑦	𐑨𐑚𐑕𐑑𐑦𐑯𐑩𐑯𐑕𐑔𐑽𐑦	divergent
abstinence theory	NN1	GenAm	ˈθɪri	ˈæbstɪnəns ˈθɪəri	𐑔𐑦𐑮𐑦	𐑨𐑚𐑕𐑑𐑦𐑯𐑩𐑯𐑕𐑔𐑽𐑦	divergent
abstinence theory	NN1	GenAm	ˈθɪrri	ˈæbstɪnəns ˈθɪəri	𐑔𐑦𐑮𐑮𐑦	𐑨𐑚𐑕𐑑𐑦𐑯𐑩𐑯𐑕𐑔𐑽𐑦	divergent
abstract music	NN1	RSSB	æbˈstrækt ˈmjuːzɪk	ˈæbstrækt ˈmjuːzɪk	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑥𐑿𐑟𐑦𐑒	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑𐑥𐑿𐑟𐑦𐑒	matches
abstract music	NN1	RSSB	ˈæbˌstrækt ˈmjuːzɪk	ˈæbstrækt ˈmjuːzɪk	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑥𐑿𐑟𐑦𐑒	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑𐑥𐑿𐑟𐑦𐑒	matches
abstract music	NN1	GenAm	æbˈstrækt ˈmjuzɪk	ˈæbstrækt ˈmjuːzɪk	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑥𐑘𐑫𐑟𐑦𐑒	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑𐑥𐑿𐑟𐑦𐑒	divergent
abstract music	NN1	GenAm	ˈæbˌstrækt ˈmjuzɪk	ˈæbstrækt ˈmjuːzɪk	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑥𐑘𐑫𐑟𐑦𐑒	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑𐑥𐑿𐑟𐑦𐑒	divergent
abstract universal	NN1	RSSB	æbˈstrækt juːnɪvɜːRRsəl	ˈæbstrækt ˌjuːnɪˈvɜːRsəl	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑿𐑯𐑦𐑝𐑻𐑮𐑕𐑩𐑤	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑𐑿𐑯𐑦𐑝𐑻𐑕𐑩𐑤	divergent
abstract universal	NN1	RSSB	ˈæbˌstrækt juːnɪvɜːRRsəl	ˈæbstrækt ˌjuːnɪˈvɜːRsəl	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑿𐑯𐑦𐑝𐑻𐑮𐑕𐑩𐑤	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑𐑿𐑯𐑦𐑝𐑻𐑕𐑩𐑤	divergent
abstract universal	NN1	GenAm	æbˈstrækt ˌjunəˈvɜːRsəl	ˈæbstrækt ˌjuːnɪˈvɜːRsəl	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑘𐑫𐑯𐑩𐑝𐑻𐑕𐑩𐑤	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑𐑿𐑯𐑦𐑝𐑻𐑕𐑩𐑤	divergent
abstract universal	NN1	GenAm	ˈæbˌstrækt ˌjunəˈvɜːRsəl	ˈæbstrækt ˌjuːnɪˈvɜːRsəl	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑 𐑘𐑫𐑯𐑩𐑝𐑻𐑕𐑩𐑤	𐑨𐑚𐑕𐑑𐑮𐑨𐑒𐑑𐑿𐑯𐑦𐑝𐑻𐑕𐑩𐑤	divergent
mox nix	ITJ	GenAm	ˈmɒks ˌnɪks		𐑥𐑪𐑒𐑕 𐑯𐑦𐑒𐑕		unknown
mox nix	AJ0	GenAm	ˈmɒks ˌnɪks		𐑥𐑪𐑒𐑕 𐑯𐑦𐑒𐑕		unknown
inner strength	NN1	GenAm	ˈɪnəR streŋkθ	ˈɪnəR streŋθ	𐑦𐑯𐑼 𐑕𐑑𐑮𐑧𐑙𐑒𐑔	𐑦𐑯𐑼𐑕𐑑𐑮𐑧𐑙𐑔	divergent
inner strength	NN1	RSSB	ɪnəR streŋkθ	ˈɪnəR streŋθ	𐑦𐑯𐑼 𐑕𐑑𐑮𐑧𐑙𐑒𐑔	𐑦𐑯𐑼𐑕𐑑𐑮𐑧𐑙𐑔	divergent
good riddance to bad rubbish	ITJ	RSSB	ˌɡʊd rɪdəns tə ˌbæd ˈrʌbɪʃ	ɡʊd ˈrɪdəns T bæd ˈrʌbɪʃ	𐑜𐑫𐑛 𐑮𐑦𐑛𐑩𐑯𐑕 𐑑𐑩 𐑚𐑨𐑛 𐑮𐑳𐑚𐑦𐑖	𐑜𐑫𐑛𐑮𐑦𐑛𐑩𐑯𐑕𐑑𐑚𐑨𐑛𐑮𐑳𐑚𐑦𐑖	divergent
good riddance to bad rubbish	ITJ	GenAm	ˌɡʊd ˈrɪdns tə ˌbæd ˈrʌbɪʃ	ɡʊd ˈrɪdəns T bæd ˈrʌbɪʃ	𐑜𐑫𐑛 𐑮𐑦𐑛𐑯𐑕 𐑑𐑩 𐑚𐑨𐑛 𐑮𐑳𐑚𐑦𐑖	𐑜𐑫𐑛𐑮𐑦𐑛𐑩𐑯𐑕𐑑𐑚𐑨𐑛𐑮𐑳𐑚𐑦𐑖	divergent
good riddance to bad rubbish	NN1	RSSB	ˌɡʊd rɪdəns tə ˌbæd ˈrʌbɪʃ	ɡʊd ˈrɪdəns T bæd ˈrʌbɪʃ	𐑜𐑫𐑛 𐑮𐑦𐑛𐑩𐑯𐑕 𐑑𐑩 𐑚𐑨𐑛 𐑮𐑳𐑚𐑦𐑖	𐑜𐑫𐑛𐑮𐑦𐑛𐑩𐑯𐑕𐑑𐑚𐑨𐑛𐑮𐑳𐑚𐑦𐑖	divergent
good riddance to bad rubbish	NN1	GenAm	ˌɡʊd ˈrɪdns tə ˌbæd ˈrʌbɪʃ	ɡʊd ˈrɪdəns T bæd ˈrʌbɪʃ	𐑜𐑫𐑛 𐑮𐑦𐑛𐑯𐑕 𐑑𐑩 𐑚𐑨𐑛 𐑮𐑳𐑚𐑦𐑖	𐑜𐑫𐑛𐑮𐑦𐑛𐑩𐑯𐑕𐑑𐑚𐑨𐑛𐑮𐑳𐑚𐑦𐑖	divergent
particle zoo	NN1	GenAm	ˈpɑːRtɪkəl zu	ˈpɑːRtɪkəl zuː	𐑐𐑸𐑑𐑦𐑒𐑩𐑤 𐑟𐑫	𐑐𐑸𐑑𐑦𐑒𐑩𐑤𐑟𐑵	divergent
body line	NN1	RSSB	ˈbɒdilʌɪn	ˈbɒdi laɪn	𐑚𐑪𐑛𐑦𐑤𐑳𐑦𐑯	𐑚𐑪𐑛𐑦𐑤𐑲𐑯	divergent
Moqui marble	NN1	GenAm	ˈməʊki ˈmɑːRbəl	ˈmoʊki ˈmɑːRbəl	𐑥𐑴𐑒𐑦 𐑥𐑸𐑚𐑩𐑤	𐑥𐑴𐑒𐑦𐑥𐑸𐑚𐑩𐑤	matches
Hermitian matrix	NN1	GenAm	hɜːRˈmɪʃən ˈmeɪtrɪks		𐑣𐑻𐑥𐑦𐑖𐑩𐑯 𐑥𐑱𐑑𐑮𐑦𐑒𐑕		unknown
blue John	NN1	RSSB	ˈbluː dʒɒn	bluː dʒɒn	𐑚𐑤𐑵 𐑡𐑪𐑯	𐑚𐑤𐑵𐑡𐑪𐑯	matches
let well alone	UNC	GenAm	ˌletˌweləˈloʊn	let wel əˈləʊn	𐑤𐑧𐑑𐑢𐑧𐑤𐑩𐑤𐑴𐑯	𐑤𐑧𐑑𐑢𐑧𐑤𐑩𐑤𐑴𐑯	matches
from A to B	UNC	RSSB	frəm ˈeɪ tə ˈbiː	frɒm ə T biː	𐑓𐑮𐑩𐑥 𐑱 𐑑𐑩 𐑚𐑰	𐑓𐑮𐑪𐑥𐑩𐑑𐑚𐑰	divergent
from A to B	UNC	GenAm	frəm ˈeɪ tə ˈbiː	frɒm ə T biː	𐑓𐑮𐑩𐑥 𐑱 𐑑𐑩 𐑚𐑰	𐑓𐑮𐑪𐑥𐑩𐑑𐑚𐑰	divergent
door frame	NN1	RSSB	dɔːR ˌfreɪm	dɔːR freɪm	𐑛𐑹 𐑓𐑮𐑱𐑥	𐑛𐑹𐑓𐑮𐑱𐑥	matches
door frame	NN1	GenAm	ˈdɔːR ˌfreɪm	dɔːR freɪm	𐑛𐑹 𐑓𐑮𐑱𐑥	𐑛𐑹𐑓𐑮𐑱𐑥	matches
door frames	NN1	RSSB	dɔːR ˌfreɪmz	dɔːR freɪmz	𐑛𐑹 𐑓𐑮𐑱𐑥𐑟	𐑛𐑹𐑓𐑮𐑱𐑥𐑟	matches
door frames	NN1	GenAm	ˈdɔːR ˌfreɪmz	dɔːR freɪmz	𐑛𐑹 𐑓𐑮𐑱𐑥𐑟	𐑛𐑹𐑓𐑮𐑱𐑥𐑟	matches
pak pai	NN1	RSSB	pakˈpʌɪ		𐑐𐑨𐑒𐑐𐑳𐑦		unknown
Faustian bargain	NN1	RSSB	ˈfaʊstɪən bɑːRɡən		𐑓𐑬𐑕𐑑𐑾𐑯 𐑚𐑸𐑜𐑩𐑯		unknown
Faustian bargain	NN1	GenAm	ˈfaʊstiən ˈbɑːrɡən	ˈfaʊstiən ˈbɑːRɡɪn	𐑓𐑬𐑕𐑑𐑾𐑯 𐑚𐑸𐑜𐑩𐑯	𐑓𐑬𐑕𐑑𐑾𐑯𐑚𐑸𐑜𐑦𐑯	matches
justice delayed is justice denied	UNC	RSSB	ˌdʒʌstɪs dɪˈleɪd ɪz ˌdʒʌstɪs dɪˈnaɪd	ˈdʒʌstɪs dɪˈleɪd ɪz ˈdʒʌstɪs dɪˈnaɪd	𐑡𐑳𐑕𐑑𐑦𐑕 𐑛𐑦𐑤𐑱𐑛 𐑦𐑟 𐑡𐑳𐑕𐑑𐑦𐑕 𐑛𐑦𐑯𐑲𐑛	𐑡𐑳𐑕𐑑𐑦𐑕𐑛𐑦𐑤𐑱𐑛𐑦𐑟𐑡𐑳𐑕𐑑𐑦𐑕𐑛𐑦𐑯𐑲𐑛	matches
justice delayed is justice denied	UNC	GenAm	ˌdʒʌstɪs dəˈleɪd ɪz ˌdʒʌstɪs dəˈnaɪd	ˈdʒʌstɪs dɪˈleɪd ɪz ˈdʒʌstɪs dɪˈnaɪd	𐑡𐑳𐑕𐑑𐑦𐑕 𐑛𐑩𐑤𐑱𐑛 𐑦𐑟 𐑡𐑳𐑕𐑑𐑦𐑕 𐑛𐑩𐑯𐑲𐑛	𐑡𐑳𐑕𐑑𐑦𐑕𐑛𐑦𐑤𐑱𐑛𐑦𐑟𐑡𐑳𐑕𐑑𐑦𐑕𐑛𐑦𐑯𐑲𐑛	matches
rally cap	NN1	GenAm	ˈræli ˌkæp	ˈræli kæp	𐑮𐑨𐑤𐑦 𐑒𐑨𐑐	𐑮𐑨𐑤𐑦𐑒𐑨𐑐	matches
hey ho	ITJ	RSSB	ˈheɪhəʊ	heɪ həʊ	𐑣𐑱𐑣𐑴	𐑣𐑱𐑣𐑴	matches
nutty slack	NN1	RSSB	ˌnʌti ˈslæk	ˈnʌti slæk	𐑯𐑳𐑑𐑦 𐑕𐑤𐑨𐑒	𐑯𐑳𐑑𐑦𐑕𐑤𐑨𐑒	matches
nutty slack	NN1	GenAm	ˌnʌti ˈslæk	ˈnʌti slæk	𐑯𐑳𐑑𐑦 𐑕𐑤𐑨𐑒	𐑯𐑳𐑑𐑦𐑕𐑤𐑨𐑒	matches
Leyden jar	NN1	GenAm	ˈlaɪdən ˌdʒɑːR		𐑤𐑲𐑛𐑩𐑯 𐑡𐑸		unknown
shot across the bow	NN1	RSSB	ˈʃɒt əkrɒs ðə ˈbaʊ	ʃɒt əˈkrɒs Ð baʊ	𐑖𐑪𐑑 𐑩𐑒𐑮𐑪𐑕 𐑞𐑩 𐑚𐑬	𐑖𐑪𐑑𐑩𐑒𐑮𐑪𐑕𐑞𐑚𐑬	divergent
shot across the bow	NN1	GenAm	ˈʃɒt əˌkrɒs ðə ˈbaʊ	ʃɒt əˈkrɒs Ð baʊ	𐑖𐑪𐑑 𐑩𐑒𐑮𐑪𐑕 𐑞𐑩 𐑚𐑬	𐑖𐑪𐑑𐑩𐑒𐑮𐑪𐑕𐑞𐑚𐑬	divergent
bois d'arc	NN1	GenAm	ˈboʊˌdɑːRk		𐑚𐑴𐑛𐑸𐑒		unknown
bois d'arc	NN1	GenAm	ˈbwaˌdɑːRk		𐑚𐑢𐑨𐑛𐑸𐑒		unknown
cultus cod	NN1	GenAm	ˈkʌltəs ˈkɒd		𐑒𐑳𐑤𐑑𐑩𐑕 𐑒𐑪𐑛		unknown
lead someone up the garden path	VVI	RSSB	ˈliːd ˌsʌmwʌn ˈʌp ðə ɡɑːRdən pɑːθ	liːd ˈsʌmwʌn ʌp Ð ˈɡɑːRdən pⱭːθ	𐑤𐑰𐑛 𐑕𐑳𐑥𐑢𐑳𐑯 𐑳𐑐 𐑞𐑩 𐑜𐑸𐑛𐑩𐑯 𐑐𐑭𐑔	𐑤𐑰𐑛𐑕𐑳𐑥𐑢𐑳𐑯𐑳𐑐𐑞𐑜𐑸𐑛𐑩𐑯𐑐𐑭𐑔	divergent
lead someone up the garden path	VVI	GenAm	ˈlid ˌsʌmwʌn ˈʌp ðə ˈɡɑːRdən ˌpæθ	liːd ˈsʌmwʌn ʌp Ð ˈɡɑːRdən pⱭːθ	𐑤𐑦𐑛 𐑕𐑳𐑥𐑢𐑳𐑯 𐑳𐑐 𐑞𐑩 𐑜𐑸𐑛𐑩𐑯 𐑐𐑨𐑔	𐑤𐑰𐑛𐑕𐑳𐑥𐑢𐑳𐑯𐑳𐑐𐑞𐑜𐑸𐑛𐑩𐑯𐑐𐑭𐑔	divergent
rub elbows	VVI	RSSB	ˌrʌb ˈelˌbəʊz	rʌb ˈelbəʊz	𐑮𐑳𐑚 𐑧𐑤𐑚𐑴𐑟	𐑮𐑳𐑚𐑧𐑤𐑚𐑴𐑟	matches
rub elbows	VVI	GenAm	ˌrʌb ˈelˌboʊz	rʌb ˈelbəʊz	𐑮𐑳𐑚 𐑧𐑤𐑚𐑴𐑟	𐑮𐑳𐑚𐑧𐑤𐑚𐑴𐑟	matches
chess pie	NN1	RSSB	ˈtʃes ˌpaɪ	tʃes paɪ	𐑗𐑧𐑕 𐑐𐑲	𐑗𐑧𐑕𐑐𐑲	matches
chess pie	NN1	GenAm	ˈtʃes ˌpaɪ	tʃes paɪ	𐑗𐑧𐑕 𐑐𐑲	𐑗𐑧𐑕𐑐𐑲	matches
bulldog clip	NN1	RSSB	ˈbʊldɒɡ ˈklɪp	ˈbʊldɒɡ klɪp	𐑚𐑫𐑤𐑛𐑪𐑜 𐑒𐑤𐑦𐑐	𐑚𐑫𐑤𐑛𐑪𐑜𐑒𐑤𐑦𐑐	matches
bulldog clip	NN1	GenAm	ˈbʊlˌdɒɡ ˈklɪp	ˈbʊldɒɡ klɪp	𐑚𐑫𐑤𐑛𐑪𐑜 𐑒𐑤𐑦𐑐	𐑚𐑫𐑤𐑛𐑪𐑜𐑒𐑤𐑦𐑐	matches
drama llama	NN1	RSSB	drɑːmə ˈlɑːmə	ˈdrⱭːmə ˈlɑːmə	𐑛𐑮𐑭𐑥𐑩 𐑤𐑭𐑥𐑩	𐑛𐑮𐑭𐑥𐑩𐑤𐑭𐑥𐑩	matches
scream blue murder	VVI	RSSB	ˈskriːm bluː mɜːrdər	skriːm bluː ˈmɜːRdəR	𐑕𐑒𐑮𐑰𐑥 𐑚𐑤𐑵 𐑥𐑻𐑛𐑼	𐑕𐑒𐑮𐑰𐑥𐑚𐑤𐑵𐑥𐑻𐑛𐑼	matches
scream blue murder	VVI	GenAm	ˈskriːm bluː ˈmɜːRdəR	skriːm bluː ˈmɜːRdəR	𐑕𐑒𐑮𐑰𐑥 𐑚𐑤𐑵 𐑥𐑻𐑛𐑼	𐑕𐑒𐑮𐑰𐑥𐑚𐑤𐑵𐑥𐑻𐑛𐑼	matches
scream blue murder	VVI	GenAm	ˈskriːm bluː ˈməRtəR	skriːm bluː ˈmɜːRdəR	𐑕𐑒𐑮𐑰𐑥 𐑚𐑤𐑵 𐑥𐑼𐑑𐑼	𐑕𐑒𐑮𐑰𐑥𐑚𐑤𐑵𐑥𐑻𐑛𐑼	divergent
Bayesian network	NN1	RSSB	ˈbeɪzjən netwɜːRk		𐑚𐑱𐑟𐑘𐑩𐑯 𐑯𐑧𐑑𐑢𐑻𐑒		unknown
Bayesian network	NN1	GenAm	ˈbeɪzjən ˈnetwɜːRk		𐑚𐑱𐑟𐑘𐑩𐑯 𐑯𐑧𐑑𐑢𐑻𐑒		unknown
if you pay peanuts, you get monkeys	UNC	RSSB	ɪf ˌjuː peɪ ˈpiːnʌts ˌjuː ɡet ˈmʌŋkiːz		𐑦𐑓 𐑿 𐑐𐑱 𐑐𐑰𐑯𐑳𐑑𐑕 𐑿 𐑜𐑧𐑑 𐑥𐑳𐑙𐑒𐑰𐑟		unknown
if you pay peanuts, you get monkeys	UNC	GenAm	ɪf ˌju peɪ ˈpiˌnʌts ˌjuː ɡet ˈmʌŋkiz		𐑦𐑓 𐑘𐑫 𐑐𐑱 𐑐𐑦𐑯𐑳𐑑𐑕 𐑿 𐑜𐑧𐑑 𐑥𐑳𐑙𐑒𐑦𐑟		unknown
paralytic abasia	NN1	GenAm	ˌpærəˈlɪtɪk əˈbeɪʒiə		𐑐𐑨𐑮𐑩𐑤𐑦𐑑𐑦𐑒 𐑩𐑚𐑱𐑠𐑾		unknown
paralytic abasia	NN1	GenAm	ˌpærəˈlɪtɪk əˈbeɪʒə		𐑐𐑨𐑮𐑩𐑤𐑦𐑑𐑦𐑒 𐑩𐑚𐑱𐑠𐑩		unknown
paralytic abasia	NN1	GenAm	ˌpærəˈlɪtɪk əˈbeɪziə		𐑐𐑨𐑮𐑩𐑤𐑦𐑑𐑦𐑒 𐑩𐑚𐑱𐑟𐑾		unknown
Abbe number	NN1	GenAm	ˈɒbə ˈnʌmbəR	ˈæbeɪ ˈnʌmbəR	𐑪𐑚𐑩 𐑯𐑳𐑥𐑚𐑼	𐑨𐑚𐑱𐑯𐑳𐑥𐑚𐑼	divergent
Abbe number	NN1	GenAm	ˈæbi ˈnʌmbəR	ˈæbeɪ ˈnʌmbəR	𐑨𐑚𐑦 𐑯𐑳𐑥𐑚𐑼	𐑨𐑚𐑱𐑯𐑳𐑥𐑚𐑼	divergent
gold ochre	NN1	RSSB	ɡəʊld əʊkər	ɡəʊld ˈəʊkəR	𐑜𐑴𐑤𐑛 𐑴𐑒𐑼	𐑜𐑴𐑤𐑛𐑴𐑒𐑼	matches
gold ochre	NN1	GenAm	ɡoʊld ˈoʊkəR	ɡəʊld ˈəʊkəR	𐑜𐑴𐑤𐑛 𐑴𐑒𐑼	𐑜𐑴𐑤𐑛𐑴𐑒𐑼	matches
acute abdomen	NN1	RSSB	əˈkjuːt ˈæbdəmən	əˈkjuːt ˈæbdəmən	𐑩𐑒𐑿𐑑 𐑨𐑚𐑛𐑩𐑥𐑩𐑯	𐑩𐑒𐑿𐑑𐑨𐑚𐑛𐑩𐑥𐑩𐑯	matches
acute abdomen	NN1	RSSB	əˈkjuːt æbˈdəʊmən	əˈkjuːt ˈæbdəmən	𐑩𐑒𐑿𐑑 𐑨𐑚𐑛𐑴𐑥𐑩𐑯	𐑩𐑒𐑿𐑑𐑨𐑚𐑛𐑩𐑥𐑩𐑯	divergent
acute abdomen	NN1	GenAm	əˈkjut ˈæbdəmən	əˈkjuːt ˈæbdəmən	𐑩𐑒𐑘𐑫𐑑 𐑨𐑚𐑛𐑩𐑥𐑩𐑯	𐑩𐑒𐑿𐑑𐑨𐑚𐑛𐑩𐑥𐑩𐑯	divergent
